tconst,startYear
tt88164566,1943
tt19142268,1949
tt95511416,1949
tt20546358,1950
tt41387118,1950
tt66085116,1950
tt89474899,1950
tt12117653,1950
tt75596717,1950
tt52077565,1950
tt10498673,1951
tt57880500,1951
tt71019943,1951
tt24856826,1951
tt12003336,1952
tt74494907,1952
tt60451871,1952
tt10804516,1953
tt14850081,1953
tt36420333,1953
tt25975017,1953
tt78546623,1953
tt59027196,1953
tt87120683,1953
tt23868611,1953
tt81584181,1953
tt14500983,1953
tt64533989,1954
tt41186454,1954
tt48707172,1954
tt96492335,1954
tt10180405,1954
tt97559760,1954
tt88582980,1954
tt42851192,1954
tt93274298,1954
tt26584334,1954
tt78107001,1954
tt96492949,1954
tt20490690,1954
tt54288252,1954
tt47165469,1954
tt93326993,1954
tt15236615,1954
tt92843531,1954
tt65473015,1954
tt77378346,1954
tt71595050,1954
tt86328515,1954
tt70393281,1954
tt20891179,1954
tt37272139,1954
tt90995913,1954
tt72416493,1954
tt43010228,1954
tt89363123,1954
tt14567367,1955
tt76758498,1955
tt10803177,1955
tt20887453,1955
tt38669474,1955
tt25159500,1955
tt79169970,1955
tt57958419,1955
tt22544805,1955
tt41681177,1955
tt19227610,1955
tt60221284,1955
tt72100459,1955
tt46736581,1955
tt67427581,1955
tt65249853,1955
tt16572641,1955
tt95387874,1955
tt46840897,1955
tt90049708,1955
tt34629560,1955
tt12088710,1955
tt58965861,1955
tt81813526,1955
tt83184155,1955
tt81685314,1955
tt15067039,1955
tt69742209,1955
tt15253689,1955
tt22713815,1955
tt96808628,1955
tt85217355,1955
tt54597625,1955
tt63031956,1955
tt77111925,1955
tt92231573,1955
tt85501837,1955
tt99573977,1955
tt88009901,1955
tt70070505,1955
tt77405083,1955
tt76736178,1955
tt35517108,1955
tt53489049,1956
tt45249075,1956
tt32278542,1956
tt12819095,1956
tt21692294,1956
tt49837289,1956
tt36031462,1956
tt60161387,1956
tt90674246,1956
tt89682516,1956
tt52800752,1956
tt98926795,1956
tt41306539,1956
tt77138476,1956
tt40314458,1956
tt90853123,1956
tt52273185,1956
tt64767062,1956
tt26605129,1956
tt14878011,1956
tt22816780,1956
tt34119628,1956
tt73652124,1956
tt23229378,1956
tt11620279,1956
tt34457852,1956
tt16416778,1956
tt80206041,1956
tt62160521,1956
tt63278855,1956
tt18572404,1956
tt45550657,1956
tt70021288,1956
tt37725639,1957
tt61139432,1957
tt82376592,1957
tt87997049,1957
tt63917188,1957
tt16539423,1957
tt16172705,1957
tt56665722,1957
tt48482594,1957
tt78942953,1957
tt80614774,1957
tt12372275,1957
tt28515497,1957
tt27422687,1957
tt15744620,1957
tt45756476,1957
tt95858770,1957
tt52177014,1957
tt87403771,1957
tt82881970,1957
tt74295826,1957
tt91242669,1957
tt14012640,1957
tt65757688,1957
tt80662753,1957
tt16815333,1957
tt22025381,1957
tt96775869,1957
tt97223321,1957
tt91580188,1957
tt17401394,1957
tt16722264,1957
tt66334602,1957
tt12488891,1957
tt86206781,1957
tt30827013,1957
tt46063728,1957
tt70656197,1957
tt23503116,1957
tt14406711,1957
tt58362810,1957
tt51001847,1957
tt81189750,1958
tt87695515,1958
tt25227598,1958
tt66417486,1958
tt98193464,1958
tt63327496,1958
tt22511747,1958
tt84915880,1958
tt89718451,1958
tt51948245,1958
tt52337199,1958
tt46264935,1958
tt34803965,1958
tt87677628,1958
tt45942478,1958
tt29817092,1958
tt67837824,1958
tt11739495,1958
tt91736452,1958
tt96293618,1958
tt31557428,1958
tt61644847,1958
tt96034456,1958
tt77172626,1958
tt13893806,1958
tt13246940,1958
tt17551479,1958
tt33845366,1958
tt60596268,1958
tt24636274,1958
tt13164752,1958
tt52117219,1958
tt26654372,1958
tt38000802,1958
tt90721252,1958
tt16419496,1958
tt27038326,1958
tt92595983,1958
tt73203086,1958
tt96547707,1958
tt87899632,1958
tt11000982,1958
tt67875492,1958
tt76032811,1958
tt84519835,1958
tt54375463,1958
tt92658886,1958
tt63281068,1958
tt40794383,1958
tt71525169,1958
tt40263466,1958
tt11570619,1958
tt65312964,1958
tt24703845,1958
tt55362533,1958
tt20274698,1958
tt16035035,1958
tt34329517,1958
tt34266202,1958
tt69925426,1958
tt10787682,1958
tt28535983,1958
tt32430480,1958
tt23877850,1958
tt67676965,1958
tt64309423,1958
tt32734293,1958
tt78491584,1958
tt39302392,1958
tt66944848,1959
tt97430396,1959
tt12334264,1959
tt22619030,1959
tt68119831,1959
tt61924933,1959
tt51326204,1959
tt94183319,1959
tt91749503,1959
tt91137850,1959
tt71341729,1959
tt22745024,1959
tt65527909,1959
tt45811149,1959
tt55139823,1959
tt56396124,1959
tt92412309,1959
tt10084520,1959
tt74952377,1959
tt34408501,1959
tt91793931,1959
tt28292883,1959
tt71956572,1959
tt96863313,1959
tt77117916,1959
tt61941493,1959
tt35570294,1959
tt23701762,1959
tt35670150,1959
tt66223157,1959
tt52443650,1959
tt87951813,1959
tt45713711,1959
tt32046271,1959
tt36203009,1959
tt72073978,1959
tt64157786,1959
tt18234476,1959
tt29361171,1959
tt71690219,1959
tt44648280,1959
tt70061521,1959
tt58918804,1959
tt85339911,1959
tt45132009,1959
tt94236716,1959
tt56961513,1959
tt15965568,1959
tt35732504,1959
tt50296524,1959
tt51158820,1959
tt33831282,1959
tt91061426,1959
tt16118976,1959
tt78010351,1959
tt10351460,1959
tt19465024,1959
tt71065623,1959
tt96140769,1959
tt86038138,1959
tt29275133,1959
tt53672655,1959
tt35526968,1959
tt98692574,1959
tt55743267,1959
tt24969786,1959
tt31680233,1959
tt17144708,1959
tt72127265,1959
tt24855310,1959
tt54575449,1959
tt35478212,1959
tt81876155,1959
tt29436203,1959
tt42088619,1959
tt11468673,1959
tt90247573,1959
tt41089994,1959
tt24207545,1959
tt65646049,1959
tt74484840,1959
tt96523440,1959
tt19490883,1959
tt54070255,1959
tt53057557,1959
tt17800177,1959
tt27175661,1959
tt18319850,1959
tt53189000,1959
tt99426342,1959
tt16827221,1959
tt66356982,1959
tt26300194,1959
tt77006579,1959
tt24528835,1959
tt70316512,1959
tt74981779,1960
tt72735765,1960
tt79064642,1960
tt78456162,1960
tt45740992,1960
tt15739945,1960
tt25347414,1960
tt12203820,1960
tt18036612,1960
tt13639936,1960
tt27390354,1960
tt33927715,1960
tt10884169,1960
tt75871059,1960
tt95333421,1960
tt58279388,1960
tt19791589,1960
tt73158424,1960
tt35113462,1960
tt50264380,1960
tt77882681,1960
tt23764564,1960
tt36452600,1960
tt72778259,1960
tt93629453,1960
tt14795256,1960
tt98036183,1960
tt26322650,1960
tt47505216,1960
tt26301925,1960
tt74591284,1960
tt79115057,1960
tt35936887,1960
tt28083930,1960
tt55369646,1960
tt26216691,1960
tt23128920,1960
tt99876179,1960
tt45848756,1960
tt14240062,1960
tt46421744,1960
tt13557361,1960
tt48290429,1960
tt27476845,1960
tt35162438,1960
tt13764613,1960
