tconst,startYear
tt41992442,1949
tt75478505,1950
tt26707666,1951
tt13025926,1951
tt77354636,1951
tt14583352,1951
tt63128935,1951
tt77952664,1951
tt37521270,1952
tt95321912,1952
tt40096720,1952
tt14261708,1952
tt31202124,1952
tt37675056,1952
tt25482807,1952
tt51882393,1952
tt18407634,1952
tt90522667,1953
tt55395959,1953
tt89278216,1953
tt36570032,1953
tt70918439,1953
tt61409685,1953
tt38942266,1953
tt16499953,1953
tt86177837,1953
tt63652834,1953
tt26730376,1953
tt97615767,1953
tt84726941,1953
tt24368849,1953
tt68672552,1953
tt73138129,1953
tt56467478,1953
tt66252019,1953
tt35198420,1953
tt61474393,1953
tt87063676,1953
tt44817750,1953
tt11550860,1953
tt24287696,1953
tt69185736,1953
tt59278327,1953
tt22590747,1953
tt14844428,1953
tt46460137,1954
tt40183993,1954
tt53575782,1954
tt27751289,1954
tt54434311,1954
tt48838723,1954
tt82404924,1954
tt88245876,1954
tt57058856,1954
tt72737750,1954
tt38333204,1954
tt65808692,1954
tt41406891,1954
tt46641415,1954
tt59588163,1954
tt58646694,1954
tt80874945,1954
tt91762402,1954
tt63273454,1954
tt45274046,1954
tt10204808,1954
tt24256817,1954
tt35564088,1955
tt56907729,1955
tt84237876,1955
tt17224787,1955
tt76213122,1955
tt10900983,1955
tt70165469,1955
tt36860039,1955
tt77084365,1955
tt46521562,1955
tt51534315,1955
tt21073742,1955
tt20128193,1955
tt64578165,1955
tt12596750,1955
tt90576641,1955
tt45465879,1955
tt68167045,1955
tt57185102,1955
tt63672303,1955
tt35209670,1955
tt31476881,1955
tt96959889,1955
tt63033382,1955
tt87569329,1955
tt37554398,1955
tt65775552,1955
tt37947633,1955
tt50586289,1955
tt44007494,1955
tt82389759,1955
tt92942715,1955
tt86029072,1955
tt59133893,1956
tt23812338,1956
tt61456988,1956
tt71517041,1956
tt98756322,1956
tt20390476,1956
tt88277490,1956
tt17857509,1956
tt72831844,1956
tt78993763,1956
tt79606266,1956
tt23093646,1956
tt91436790,1956
tt53243547,1956
tt95368000,1956
tt94858535,1956
tt64639908,1956
tt84219850,1956
tt36083686,1956
tt82787063,1956
tt60655669,1956
tt16561546,1956
tt60849298,1956
tt44491148,1956
tt36383573,1956
tt75171304,1956
tt71133458,1956
tt36818255,1956
tt31077981,1956
tt73281202,1956
tt35963342,1956
tt68855271,1956
tt67751800,1956
tt17739886,1956
tt50449124,1956
tt46936877,1956
tt65816489,1956
tt76334517,1956
tt34052859,1956
tt54673461,1956
tt42430056,1956
tt57823685,1956
tt99936837,1956
tt71666135,1956
tt52124441,1956
tt29649572,1956
tt56496509,1956
tt42037993,1956
tt86693847,1956
tt74865833,1956
tt51326267,1956
tt17800422,1957
tt62133048,1957
tt88350724,1957
tt96862713,1957
tt74950494,1957
tt55527504,1957
tt69369377,1957
tt60112964,1957
tt15376985,1957
tt28052726,1957
tt24245530,1957
tt47660387,1957
tt90470410,1957
tt36631946,1957
tt95729357,1957
tt21025905,1957
tt25334420,1957
tt24762305,1957
tt55037266,1957
tt21028867,1957
tt13089572,1957
tt12503742,1957
tt31583581,1957
tt64937553,1957
tt22797662,1957
tt84304150,1957
tt98886654,1957
tt72567970,1957
tt10156913,1957
tt33296418,1957
tt71209543,1957
tt22216115,1957
tt10846859,1957
tt22712892,1957
tt78484538,1957
tt24731084,1957
tt52090088,1957
tt67727081,1957
tt34838722,1957
tt89418676,1957
tt49617117,1957
tt57225973,1957
tt48102871,1957
tt92415358,1957
tt20235023,1957
tt36683596,1957
tt89636714,1957
tt39285914,1957
tt11490241,1957
tt68129475,1957
tt99933247,1957
tt77823938,1957
tt48111254,1957
tt65478374,1957
tt47810258,1957
tt86044324,1957
tt46978274,1957
tt61313358,1957
tt73647162,1957
tt93721051,1958
tt76653740,1958
tt20155508,1958
tt77557834,1958
tt12918425,1958
tt84007586,1958
tt59252423,1958
tt25999404,1958
tt35752372,1958
tt40718550,1958
tt63130674,1958
tt74140716,1958
tt46438588,1958
tt48931851,1958
tt95291791,1958
tt81538836,1958
tt59454537,1958
tt51765806,1958
tt33450677,1958
tt84836193,1958
tt49803721,1958
tt79226146,1958
tt20688954,1958
tt21660646,1958
tt95604066,1958
tt77439869,1958
tt99620001,1958
tt86711805,1958
tt49648340,1958
tt78448725,1958
tt90416088,1958
tt69742150,1958
tt10024305,1958
tt23240484,1958
tt29031964,1958
tt86723815,1958
tt54050300,1958
tt37930379,1958
tt41459929,1958
tt41528390,1958
tt47731705,1958
tt12333414,1958
tt11514880,1958
tt81507925,1958
tt81296232,1958
tt87406382,1958
tt24787364,1958
tt15801464,1958
tt80469448,1958
tt87285925,1958
tt37266769,1958
tt46701800,1958
tt28565919,1958
tt91086494,1958
tt85092891,1958
tt62197253,1958
tt61708105,1958
tt18678168,1958
tt96325316,1958
tt91498569,1958
tt50416377,1958
tt46128822,1958
tt60832282,1958
tt54237819,1958
tt60764402,1958
tt77942566,1958
tt30640577,1958
tt24568487,1958
tt57653764,1958
tt35466489,1958
tt31001265,1958
tt49161072,1958
tt43672075,1958
tt33052270,1958
tt89484899,1958
tt89575094,1958
tt86891748,1958
tt87190825,1958
tt70767070,1958
tt81366885,1958
tt21913630,1958
tt13529663,1958
tt27621330,1958
tt51861143,1958
tt60551999,1958
tt25203026,1958
tt87916763,1958
tt85985553,1958
tt50316476,1958
tt23272012,1958
tt17099387,1959
tt78832776,1959
tt38384924,1959
tt51084734,1959
tt17375296,1959
tt60581588,1959
tt59550114,1959
tt13151623,1959
tt65954314,1959
tt89149045,1959
tt31205786,1959
tt51606191,1959
tt93060654,1959
tt89583702,1959
tt79065112,1959
tt18192956,1959
tt19804066,1959
tt34527279,1959
tt90391967,1959
tt91605405,1959
tt80833481,1959
tt75896558,1959
tt42667867,1959
tt67570973,1959
tt79098500,1959
tt70557659,1959
tt96265212,1959
tt61490139,1959
tt93069015,1959
tt80707813,1959
tt29721130,1959
tt87967081,1959
tt41803609,1959
tt83546706,1959
tt61555919,1959
tt67716520,1959
tt35191141,1959
tt38350972,1959
tt38351569,1959
tt27247749,1959
tt60621456,1959
tt86706129,1959
tt86073394,1959
tt11697789,1959
tt32525172,1959
tt68480820,1959
tt26134312,1959
tt93744912,1959
tt87080721,1959
tt76659566,1959
tt28645714,1959
tt88213304,1959
tt30360695,1959
tt68475027,1959
tt17119714,1959
tt75591152,1959
tt94922214,1959
tt25773107,1959
tt77459709,1959
tt89235131,1959
tt53014808,1959
tt22613157,1959
tt51732518,1959
tt29940093,1959
tt89313814,1959
tt49108148,1959
tt56256889,1959
tt25143212,1959
tt61332384,1959
tt85940319,1959
tt77625362,1959
tt83225375,1959
tt11479615,1959
tt83098413,1959
tt58024947,1959
tt41412475,1959
tt63764411,1959
tt81057730,1959
tt68932544,1959
tt24076547,1959
tt91856780,1959
tt80077993,1959
tt44772020,1959
tt55395730,1959
tt41130940,1959
tt42335118,1959
tt56166257,1959
tt60172596,1959
tt48500257,1959
tt72989508,1959
tt66825681,1959
tt54141598,1959
tt12932128,1959
tt57387182,1959
tt50195007,1959
tt40348874,1959
tt62266917,1959
tt36291022,1959
tt11760048,1959
tt89134877,1959
tt19319102,1959
tt41609143,1959
tt33252038,1959
tt52589740,1959
tt38614541,1959
tt19405944,1959
tt88350321,1959
tt66742999,1959
tt42055369,1959
tt13169575,1959
tt60944308,1959
tt50285318,1959
tt74931918,1959
tt31722123,1959
tt45404781,1959
tt46021176,1959
tt15114560,1959
tt42054617,1959
tt99168249,1959
tt96500286,1959
tt35098373,1959
tt38778208,1959
tt60960420,1959
tt63671505,1959
tt97685153,1959
tt41359855,1959
tt14289179,1959
tt39638567,1959
tt34467804,1959
tt59555810,1959
tt72500544,1959
tt90777413,1959
tt74813558,1959
tt56372716,1959
tt43013784,1959
tt91643386,1959
tt41860549,1959
tt74913253,1960
tt75643195,1960
tt72447843,1960
tt43830142,1960
tt95563172,1960
tt97188606,1960
tt51780241,1960
tt11709035,1960
tt66682467,1960
tt22711457,1960
tt82050613,1960
tt81972045,1960
tt64753274,1960
tt79872744,1960
tt71412760,1960
tt29327383,1960
tt84014685,1960
tt53014268,1960
tt24978913,1960
tt50945708,1960
tt34534312,1960
tt43448109,1960
tt76628166,1960
