tconst,startYear
tt94692684,1949
tt32999371,1949
tt60927671,1949
tt66026655,1949
tt97027893,1949
tt89848335,1949
tt45930430,1950
tt99346118,1950
tt26097993,1950
tt46769894,1950
tt88858813,1950
tt33834795,1950
tt66919950,1951
tt65389291,1951
tt21766822,1951
tt63999859,1951
tt17503816,1951
tt30893892,1951
tt38621134,1952
tt16880014,1952
tt21555451,1952
tt11164614,1952
tt77099906,1952
tt44847518,1952
tt18325053,1952
tt51058595,1952
tt80044559,1952
tt50375244,1952
tt88905247,1952
tt27907647,1952
tt53817266,1952
tt54497816,1952
tt37962488,1952
tt25458513,1952
tt12105183,1952
tt77071041,1952
tt68347362,1952
tt57071031,1952
tt43421544,1952
tt13670207,1952
tt90641251,1952
tt33211864,1952
tt61590170,1953
tt68213454,1953
tt36883336,1953
tt36962762,1953
tt46120519,1953
tt68509500,1953
tt20018384,1953
tt97495979,1953
tt66261607,1953
tt48619512,1953
tt57081872,1953
tt27184634,1953
tt19834148,1953
tt40880574,1953
tt45672662,1953
tt55242867,1953
tt12787955,1953
tt36615513,1953
tt83888181,1953
tt72091114,1953
tt60752471,1953
tt20304837,1953
tt36369428,1954
tt66233843,1954
tt33620962,1954
tt14204162,1954
tt82601607,1954
tt33278848,1954
tt85371530,1954
tt16122027,1954
tt32640232,1954
tt97363591,1954
tt34293219,1954
tt29050701,1954
tt98315129,1954
tt33288174,1954
tt63117669,1954
tt67685868,1954
tt54508458,1954
tt52759605,1954
tt46714709,1954
tt23957053,1955
tt92056240,1955
tt40690166,1955
tt93926506,1955
tt44499051,1955
tt74428199,1955
tt65201108,1955
tt87955250,1955
tt93068942,1955
tt97075149,1955
tt45271477,1955
tt99732662,1955
tt94025459,1955
tt95530176,1955
tt63123984,1955
tt17691268,1955
tt83656008,1955
tt93124666,1955
tt34148078,1955
tt36004320,1955
tt24747634,1955
tt89533110,1955
tt67021170,1955
tt76268075,1955
tt85939676,1955
tt22039197,1955
tt99993291,1955
tt84678430,1955
tt28835598,1955
tt69339163,1955
tt24303733,1955
tt98846753,1955
tt71076453,1955
tt76584092,1955
tt81098820,1955
tt57818825,1955
tt38983545,1955
tt79357678,1955
tt41187686,1955
tt50037742,1955
tt68563758,1955
tt15297279,1956
tt66894365,1956
tt42496493,1956
tt51710937,1956
tt64620892,1956
tt16905508,1956
tt70577728,1956
tt91616262,1956
tt84162183,1956
tt97946793,1956
tt43456060,1956
tt10121296,1956
tt78668350,1956
tt60263708,1956
tt49651687,1956
tt73789003,1956
tt39508875,1956
tt34627250,1956
tt29879900,1956
tt57360366,1956
tt89092225,1956
tt31859777,1956
tt34439577,1956
tt24716788,1956
tt77157004,1956
tt90695608,1956
tt21648881,1956
tt36101682,1956
tt27070754,1956
tt15639899,1956
tt26759264,1956
tt71334557,1956
tt66776855,1956
tt30366640,1956
tt64161249,1956
tt67836267,1956
tt76735666,1956
tt84233168,1956
tt10245589,1956
tt89423442,1956
tt50715457,1956
tt50185787,1956
tt50560306,1956
tt49340564,1956
tt68607368,1956
tt28749869,1956
tt46002330,1956
tt14502650,1956
tt47085210,1956
tt72239810,1956
tt87236329,1956
tt16087742,1956
tt79511455,1956
tt11146850,1956
tt52714076,1956
tt47957484,1956
tt59942252,1956
tt40037987,1956
tt14361436,1956
tt74263435,1956
tt73941313,1956
tt91854791,1956
tt26133060,1956
tt95366651,1956
tt60660620,1956
tt61131512,1956
tt84863291,1956
tt44386403,1956
tt86146698,1956
tt66069868,1956
tt32858995,1956
tt20450933,1956
tt86949073,1956
tt93824721,1956
tt85845385,1956
tt25035194,1956
tt91268834,1956
tt64127133,1956
tt18313385,1956
tt95938515,1956
tt98044076,1956
tt30247731,1956
tt44034112,1956
tt39502640,1956
tt74863722,1956
tt25349098,1956
tt44453723,1956
tt70695597,1956
tt33520783,1956
tt97870263,1956
tt10634298,1957
tt91117938,1957
tt22540511,1957
tt83644736,1957
tt44266813,1957
tt43930706,1957
tt79598754,1957
tt36104668,1957
tt81405897,1957
tt51133070,1957
tt78754831,1957
tt12389516,1957
tt82213753,1957
tt52264178,1957
tt96979069,1957
tt15961009,1957
tt75640166,1957
tt89309323,1957
tt32087363,1957
tt35657758,1957
tt64501740,1957
tt77400018,1957
tt38480866,1957
tt39201326,1957
tt93527719,1957
tt44968625,1957
tt33265158,1957
tt30008376,1957
tt16710590,1957
tt48714558,1957
tt83310236,1957
tt66068323,1957
tt62654860,1957
tt69613883,1957
tt78174134,1957
tt53020171,1957
tt76492895,1957
tt58984210,1957
tt68469010,1957
tt69687918,1957
tt29688137,1957
tt54938037,1957
tt59128423,1957
tt92195160,1957
tt15521458,1957
tt92960971,1957
tt45697069,1957
tt18037030,1957
tt38982788,1957
tt52850098,1957
tt94189631,1957
tt41082313,1957
tt47144106,1957
tt74252692,1957
tt32483175,1957
tt44503923,1957
tt52562033,1957
tt65415422,1957
tt20648451,1957
tt17277889,1957
tt19394074,1957
