tconst,startYear
tt23559349,1949
tt96810606,1951
tt43700468,1951
tt56559836,1954
tt58288423,1954
tt90233664,1954
tt12732860,1954
tt24372893,1954
tt96791033,1954
tt32289149,1954
tt76213053,1955
tt43703232,1955
tt17723500,1955
tt56013757,1955
tt86408913,1955
tt37725614,1956
tt44618627,1956
tt23212836,1956
tt19465046,1957
tt53877468,1957
tt17578880,1957
tt69376986,1957
tt91238587,1957
tt15780235,1957
tt17598924,1957
tt51043168,1957
tt26878991,1957
tt45756140,1957
tt73585359,1957
tt28990674,1958
tt54346857,1958
tt77122983,1958
tt68155293,1958
tt25622985,1958
tt16362292,1958
tt71623309,1958
tt26454136,1958
tt30017548,1958
tt64026871,1958
tt72591697,1958
tt12602448,1958
tt46369808,1958
tt96136865,1958
tt70433991,1958
tt37833969,1959
tt63963293,1959
tt16595055,1959
tt12196919,1959
tt60765845,1959
tt96210318,1959
tt66463172,1959
tt92172302,1959
tt78660348,1959
tt24318405,1959
tt45839344,1959
tt96494573,1959
tt48905856,1959
tt54072682,1959
tt27459975,1959
tt47655457,1959
tt75935090,1959
tt65412614,1959
tt78077476,1959
tt45227472,1959
tt67718584,1959
tt77076782,1959
tt41611254,1959
tt91283687,1959
tt54127467,1959
tt77833094,1959
tt53704879,1959
tt27871874,1959
tt63796567,1959
tt91509162,1959
tt45690392,1959
tt93518582,1959
tt35297953,1959
tt88017543,1959
tt13005891,1959
tt92767222,1959
tt12766729,1959
tt38084716,1959
tt70394723,1959
tt82834905,1959
tt44605784,1959
tt16687716,1959
tt70167146,1960
tt20213007,1960
tt48995758,1960
tt59960767,1960
tt89380221,1960
tt55100152,1960
tt14615768,1960
tt56750995,1960
tt82361970,1960
tt49690645,1960
tt20431366,1960
tt29883840,1960
tt33744730,1960
tt42728981,1960
tt43485703,1960
tt43247282,1960
tt74464126,1960
tt91274117,1960
tt49886261,1960
tt68103836,1960
tt94482586,1960
tt48436535,1960
tt18080554,1960
tt31755539,1960
tt20294539,1960
tt94672154,1960
tt75769955,1960
tt19377679,1960
tt28422559,1960
tt94418119,1960
tt42672808,1960
tt25983965,1960
tt45796333,1960
tt23747233,1960
tt31467159,1960
tt89447156,1960
tt37570714,1960
tt82844151,1960
tt85055058,1960
tt46611362,1960
tt19868253,1960
tt24087022,1960
tt18640734,1960
tt44411524,1960
tt37590169,1960
tt41124918,1960
tt24352548,1960
tt59484045,1960
tt83402431,1960
tt16818682,1960
tt35440778,1960
tt39542297,1960
tt17588512,1960
tt37433232,1960
tt37474487,1960
tt88144261,1960
tt79114637,1960
tt66292321,1960
tt30411819,1960
tt14621737,1961
tt61016764,1961
tt75740266,1961
tt31480846,1961
tt22016290,1961
tt91182416,1961
tt39760441,1961
tt32317136,1961
tt73734920,1961
tt73593693,1961
tt94696978,1961
tt10400664,1961
tt83445180,1961
tt67704747,1961
tt42761906,1961
tt76637385,1961
tt73674087,1961
tt43182990,1961
tt49029084,1961
tt66851913,1961
tt54803301,1961
tt64505450,1961
tt22264364,1961
tt22408002,1961
tt31422630,1961
tt54192339,1961
tt21367465,1961
tt29087904,1961
tt16074951,1961
tt32131063,1961
tt61478022,1961
tt84145437,1961
tt27037470,1961
tt19553501,1961
tt82384785,1961
tt20596478,1961
tt44533238,1961
tt50491483,1961
tt45038415,1961
tt85832409,1961
tt84862534,1961
tt27454808,1961
tt25241058,1961
tt33177289,1961
tt29707178,1961
tt98851875,1961
tt62739514,1961
tt68279759,1961
tt15675281,1961
tt98153644,1961
tt26913477,1961
tt95696823,1961
tt92607662,1961
tt29298596,1961
tt78363430,1961
tt80268213,1961
tt69573257,1961
tt67993178,1961
tt44858660,1961
tt36871914,1961
tt73157591,1961
tt33082142,1961
tt52022601,1961
tt14374250,1961
tt28769802,1961
tt22197167,1961
tt97590624,1961
tt50100155,1961
tt76156695,1961
tt89142860,1961
tt60212512,1961
tt81459091,1961
tt90066805,1961
tt19766999,1961
tt98148923,1961
tt82206282,1961
tt42331670,1961
tt91903548,1961
tt71624300,1961
tt94344818,1961
tt10085128,1961
tt78475278,1961
tt96367902,1961
tt20206997,1961
tt81199115,1961
tt15658764,1961
tt81927386,1962
tt83249896,1962
tt98383121,1962
tt26654557,1962
tt35624058,1962
tt51241192,1962
tt79236188,1962
tt59661566,1962
tt45775172,1962
tt72903229,1962
tt41557483,1962
tt63002600,1962
tt74707607,1962
tt48529000,1962
tt68547344,1962
tt41290731,1962
tt58754225,1962
tt25916794,1962
tt92909122,1962
tt56552555,1962
tt15595765,1962
tt61335816,1962
tt87763572,1962
tt16318712,1962
tt21174517,1962
tt86683720,1962
tt85013596,1962
tt74080004,1962
tt56283238,1962
tt84790101,1962
tt89105668,1962
tt50204216,1962
tt48041863,1962
tt60908110,1962
tt51780855,1962
tt76155735,1963
tt72193398,1963
tt25506290,1963
tt78443363,1963
tt53088396,1963
tt24480372,1963
tt27389563,1963
tt39144083,1963
tt92505792,1963
tt88429800,1963
tt45996919,1963
tt88119821,1963
tt19222513,1963
tt94000680,1963
tt11584641,1963
tt69765183,1963
tt25308309,1963
tt29871064,1963
tt99694961,1963
tt34018457,1963
tt92391522,1963
tt25502598,1963
tt63671385,1963
tt93059557,1963
tt19871778,1963
tt93031490,1963
tt43795740,1963
tt40114357,1963
tt71261691,1964
tt74425443,1964
tt35369714,1964
tt96620569,1964
tt38226466,1964
tt37155205,1964
tt53021601,1964
