tconst,startYear
tt58613243,1952
tt78518207,1952
tt54551853,1952
tt63249839,1952
tt28547342,1952
tt49143466,1952
tt15004871,1952
tt17436520,1952
tt92688202,1952
tt61871213,1952
tt23177105,1952
tt64900218,1952
tt97930945,1952
tt69384588,1952
tt93218994,1952
tt73419627,1952
tt41834407,1952
tt74773349,1952
tt17357607,1952
tt42104565,1952
tt51169434,1952
tt45717446,1952
tt88079460,1952
tt33853578,1952
tt88362626,1952
tt39659559,1952
tt51928714,1952
tt26103755,1952
tt82279986,1952
tt76922611,1952
tt89068338,1952
tt68752893,1952
tt34731501,1952
tt44143918,1952
tt78775239,1952
tt37971012,1952
tt21340741,1952
tt68501693,1952
tt73208675,1952
tt55985739,1952
tt60481896,1952
tt16689171,1952
tt84892135,1952
tt61962307,1952
tt22498893,1952
tt54593469,1952
tt70277842,1952
tt52198375,1952
tt86248430,1952
tt31332598,1952
tt64463431,1952
tt16962748,1952
tt89278676,1952
tt19035203,1952
tt55829501,1952
tt64702888,1952
tt87021005,1952
tt41548825,1952
tt21918598,1952
tt98077033,1952
tt73964624,1952
tt69851098,1952
tt77809037,1952
tt54046854,1952
tt30201055,1952
tt47085327,1952
tt86876706,1952
tt20115406,1952
tt38241250,1952
tt30280153,1952
tt99506206,1952
tt54506390,1952
tt42019666,1952
tt58103605,1952
tt59723995,1952
tt30737644,1952
tt46152613,1952
tt67116763,1952
tt23237595,1952
tt62161792,1952
tt48142526,1952
tt44206267,1952
tt72812667,1952
tt33918013,1952
tt45519742,1952
tt46241168,1952
tt46454062,1952
tt99382586,1952
tt28371442,1952
tt46849151,1952
tt13651444,1952
tt63729472,1952
tt37017650,1952
tt55907747,1952
tt99027827,1952
tt16824836,1952
tt54316680,1952
tt12846235,1952
tt75995004,1952
tt44080427,1952
tt56918598,1952
tt39507976,1952
tt49046963,1952
tt64899294,1952
tt94355897,1952
tt24903256,1952
tt14886919,1952
tt32495418,1952
tt13834716,1952
tt65017082,1952
tt46756959,1952
tt82566548,1952
tt20924162,1952
tt79460423,1952
tt37052568,1952
tt90784005,1952
tt34835446,1952
tt37029541,1952
tt56386059,1952
tt23275574,1952
tt81742656,1952
tt63023222,1952
tt30117251,1952
tt68281208,1952
tt66700990,1952
tt40511903,1952
tt57363411,1952
tt77275957,1952
tt29386354,1952
tt62767934,1952
tt70456707,1952
tt55367498,1952
tt80893671,1952
tt95542295,1952
tt45744745,1952
tt70843110,1952
tt77730285,1952
tt98806491,1952
tt78513977,1952
tt86899147,1952
tt81205875,1952
tt60658582,1952
tt53472917,1952
tt96886026,1952
tt91995741,1952
tt82641185,1952
tt52087677,1952
tt71899717,1952
tt36930283,1952
tt39376383,1952
tt14879219,1952
tt66047938,1952
tt81548253,1952
tt76063776,1952
tt83987965,1952
tt47499023,1952
tt91812306,1952
tt24247372,1952
tt14877529,1952
tt90425464,1952
tt83147459,1952
tt87581900,1952
tt23618658,1952
tt41547292,1952
tt44960892,1952
tt33109529,1952
tt47795608,1952
tt60579246,1952
tt98953939,1952
tt58922571,1952
tt52784912,1952
tt83473507,1952
tt16838585,1952
tt14676933,1952
tt77624848,1952
tt31098395,1952
tt17823157,1952
tt60495833,1952
tt65628156,1952
tt78971470,1952
tt79977031,1952
tt97757269,1952
tt43037600,1952
tt37235858,1952
tt32517755,1952
tt23485992,1952
tt32080007,1952
tt42793289,1952
tt50057043,1952
tt57021214,1952
tt61143735,1952
tt69454351,1952
tt30253735,1952
tt11006015,1952
tt41017292,1952
tt17746363,1952
tt15695309,1952
tt22892681,1952
tt16098290,1952
tt99997970,1952
tt82657792,1952
tt62992106,1952
tt17911653,1952
tt85396526,1952
tt45854780,1952
tt94698788,1952
tt92840048,1952
tt95328479,1952
tt44782468,1952
tt69940429,1952
tt18704645,1952
tt69199464,1952
tt30578954,1952
tt73074077,1952
tt68920223,1952
tt80106706,1952
tt12026200,1952
tt71965190,1952
tt36194609,1952
tt26541258,1952
tt41047034,1952
tt44146557,1952
tt58879208,1952
tt33280239,1952
tt43016396,1952
tt12003336,1952
tt74494907,1952
tt60451871,1952
tt46055277,1952
tt19622765,1952
tt27887881,1952
tt26100554,1952
tt55558036,1952
tt20994728,1952
tt21069132,1952
tt15456769,1952
tt67157635,1952
tt56736591,1952
tt15086188,1952
tt87693914,1952
tt81302648,1952
tt19486933,1952
tt74399375,1952
tt72819437,1952
tt97930814,1952
tt34647318,1952
tt40865253,1952
tt82120274,1952
tt36819886,1952
tt37580180,1952
tt47850778,1952
tt87628895,1952
tt42257940,1952
tt49102573,1952
tt34942435,1952
tt52411553,1952
tt28266239,1952
tt76341450,1952
tt51902963,1952
tt61353023,1952
tt81070741,1952
tt61080740,1952
tt64647587,1952
tt28296301,1952
tt47590933,1952
tt72573984,1952
tt98782286,1952
tt57915494,1952
tt23374008,1952
tt48677616,1952
tt77249214,1952
tt43350074,1952
tt92020383,1952
tt77281227,1952
tt69938191,1952
tt67670850,1952
tt44038200,1952
tt25104815,1952
tt69173026,1952
tt92791254,1952
tt47962139,1952
tt21245789,1952
tt37854407,1952
tt53090834,1952
tt84040773,1952
tt18459779,1952
tt62298781,1952
tt47995855,1952
tt77378475,1952
tt74394037,1952
tt46668581,1952
tt61304558,1952
tt18712240,1952
tt11319257,1952
tt46223425,1952
tt33676061,1952
tt89754119,1952
tt78420978,1952
tt30719562,1952
tt74473127,1952
tt11899978,1952
tt15272396,1952
tt27849286,1952
tt51467308,1952
tt56205828,1952
tt62838961,1952
tt11965747,1952
tt89705936,1952
tt95963237,1952
tt79739993,1952
tt90907459,1952
tt18117515,1952
tt75859693,1952
tt30156297,1952
tt41760462,1952
tt92081149,1952
tt26556581,1952
tt46923114,1952
tt41299488,1952
tt84923423,1952
tt87608984,1952
tt91762856,1952
tt28719833,1952
tt67559541,1952
tt54069372,1952
tt90930902,1952
tt94954528,1952
tt10260855,1952
tt61449838,1952
tt89245580,1952
tt32859779,1952
tt75882563,1952
tt91572913,1952
tt74514424,1952
tt73429524,1952
tt60544746,1952
tt65237303,1952
tt65793133,1952
tt25708233,1952
tt68767508,1952
tt43386468,1952
tt70367332,1952
tt24447470,1952
tt79525505,1952
tt19838685,1952
tt67402333,1952
tt55719427,1952
tt13511215,1952
tt39543539,1952
tt52021543,1952
tt94584999,1952
tt74613903,1952
tt24775345,1952
tt39972789,1952
tt72616822,1952
tt95021775,1952
tt32077337,1952
tt58606707,1952
tt79747461,1952
tt23374646,1952
tt81336913,1952
tt21354589,1952
tt42159244,1952
tt17334214,1952
tt21599144,1952
tt19914657,1952
tt46591368,1952
tt36039876,1952
tt71657257,1952
tt63590669,1952
tt88313529,1952
tt49984059,1952
tt55792292,1952
tt33420251,1952
tt59405252,1952
tt21957828,1952
tt11663432,1952
tt96587153,1952
tt17338508,1952
tt68338908,1952
tt23719979,1952
tt25548177,1952
tt33305060,1952
tt86712469,1952
tt53483351,1952
tt93388475,1952
tt47216667,1952
tt44674682,1952
tt69532996,1952
tt12637459,1952
tt74595845,1952
tt76993384,1952
tt56078578,1952
tt17903275,1952
tt88547332,1952
tt95416227,1952
tt28162670,1952
tt75792277,1952
tt52790304,1952
tt77058275,1952
tt49854612,1952
tt64632339,1952
tt60674168,1952
tt87304900,1952
tt88421540,1952
tt81350954,1952
tt21023358,1952
tt23223217,1952
tt59541384,1952
tt89407026,1952
tt49461196,1952
tt86045844,1952
tt65016681,1952
tt51361789,1952
tt76798649,1952
tt18116898,1952
tt88647462,1952
tt32858251,1952
tt64780325,1952
tt47876031,1952
tt34445051,1952
tt62147526,1952
tt30458427,1952
tt10141650,1952
tt61797805,1952
tt74849947,1952
tt22231727,1952
tt60765918,1952
tt49768168,1952
tt30001569,1952
tt28158482,1952
tt24681229,1952
tt95660151,1952
tt91763464,1952
tt18605655,1952
tt50872443,1952
tt75467940,1952
tt89054032,1952
tt74728998,1952
tt67924744,1952
tt12290766,1952
tt61829492,1952
tt29243188,1952
tt34997952,1952
tt53545947,1952
tt83522877,1952
tt51732703,1952
tt28337230,1952
tt51546256,1952
tt98978541,1952
tt97756853,1952
tt79919769,1952
tt33829516,1952
tt38509788,1952
tt97968407,1952
tt34368976,1952
tt15494268,1952
tt24775989,1952
tt90087468,1952
tt40394112,1952
tt72733828,1952
tt23276338,1952
tt81617313,1952
tt35079575,1952
tt56077619,1952
tt32006858,1952
tt69317238,1952
tt10609894,1952
tt47406340,1952
tt22653616,1952
tt34941620,1952
tt46145405,1952
tt97486942,1952
tt89613089,1952
tt18863493,1952
tt99967388,1952
tt55907841,1952
tt85151609,1952
tt33720788,1952
tt56797297,1952
tt36504028,1952
tt34899139,1952
tt40829313,1952
tt66815206,1952
tt47297484,1952
tt70783037,1952
tt63051792,1952
tt73222448,1952
tt28171467,1952
tt28787016,1952
tt11826951,1952
tt19642768,1952
tt52632287,1953
tt23380633,1953
tt83818871,1953
tt84321423,1953
tt35494801,1953
tt21254249,1953
tt56076990,1953
tt89912827,1953
tt71170321,1953
tt85818028,1953
tt70321928,1953
tt11800762,1953
tt58363932,1953
tt72682298,1953
tt91933752,1953
tt74892688,1953
tt85638857,1953
tt54152015,1953
tt72341198,1953
tt13179450,1953
tt19346422,1953
tt88224944,1953
tt17554251,1953
tt11590825,1953
tt40707979,1953
tt68312537,1953
tt23895501,1953
tt54446559,1953
tt70687081,1953
tt39215224,1953
tt28892796,1953
tt88952998,1953
tt63327133,1953
tt89509289,1953
tt81245649,1953
tt18653861,1953
tt63158992,1953
tt82864821,1953
tt62525661,1953
tt34655500,1953
tt57369279,1953
tt51129343,1953
tt88709706,1953
tt78152117,1953
tt32092259,1953
tt94376062,1953
tt11915680,1953
tt47279284,1953
tt16188918,1953
tt28506411,1953
tt37591063,1953
tt83831218,1953
tt28490989,1953
tt15588245,1953
tt29988979,1953
tt89848111,1953
tt68520919,1953
tt35549836,1953
tt22399746,1953
tt18112223,1953
tt28251162,1953
tt57709194,1953
tt42315041,1953
tt13273674,1953
tt79487572,1953
tt60515872,1953
tt13393948,1953
tt88132430,1953
tt55023025,1953
tt95952888,1953
tt34186722,1953
tt99040951,1953
tt99173641,1953
tt94536896,1953
tt21908837,1953
tt83161416,1953
tt82510042,1953
tt92989914,1953
tt60909194,1953
tt53444313,1953
tt49836826,1953
tt69142890,1953
tt11013510,1953
tt56366332,1953
tt60991430,1953
tt26161242,1953
tt82110377,1953
tt39491935,1953
tt98162655,1953
tt48714595,1953
tt26901793,1953
tt28291808,1953
tt13695796,1953
tt73706605,1953
tt73264873,1953
tt41143829,1953
tt68975298,1953
tt29957751,1953
tt71008121,1953
tt80326916,1953
tt72720628,1953
tt99288415,1953
tt12276289,1953
tt43854211,1953
tt37301982,1953
tt68287850,1953
tt28882894,1953
tt93907197,1953
tt58972257,1953
tt80344808,1953
tt75812413,1953
tt79681844,1953
tt39514742,1953
tt45107891,1953
tt75808275,1953
tt24651841,1953
tt49401997,1953
tt39146910,1953
tt72364015,1953
tt53138685,1953
tt13913312,1953
tt41035656,1953
tt41302895,1953
tt52761519,1953
tt55289485,1953
tt59886736,1953
tt87365008,1953
tt89913935,1953
tt45510993,1953
tt70624674,1953
tt49309899,1953
tt24219163,1953
tt82114038,1953
tt32008600,1953
tt68592512,1953
tt37484169,1953
tt77549109,1953
tt49968849,1953
tt59513184,1953
tt41047882,1953
tt55358034,1953
tt31101446,1953
tt55751463,1953
tt83899684,1953
tt31160717,1953
tt75525668,1953
tt66558134,1953
tt71553470,1953
tt92369114,1953
tt25749972,1953
tt53030715,1953
tt57524378,1953
tt60715399,1953
tt95043834,1953
tt36499824,1953
tt81354855,1953
tt45252366,1953
tt21311632,1953
tt62485517,1953
tt69739171,1953
tt53914575,1953
tt18677092,1953
tt90526673,1953
tt76211007,1953
tt82201663,1953
tt86473664,1953
tt90190399,1953
tt95827900,1953
tt21243581,1953
tt13032673,1953
tt47458090,1953
tt67863651,1953
tt74054410,1953
tt34117977,1953
tt61529054,1953
tt92690373,1953
tt77519348,1953
tt39891415,1953
tt54430031,1953
tt95023650,1953
tt57420747,1953
tt28871030,1953
tt69903082,1953
tt81925015,1953
tt20715090,1953
tt80670734,1953
tt58752491,1953
tt58896520,1953
tt36463745,1953
tt10250791,1953
tt80848758,1953
tt40342806,1953
tt28357633,1953
tt29369130,1953
tt95512012,1953
tt45530867,1953
tt94449062,1953
tt21153567,1953
tt27296644,1953
tt81076157,1953
tt23865901,1953
tt62469160,1953
tt81997993,1953
tt27815573,1953
tt29526261,1953
tt46775798,1953
tt19070659,1953
tt44629648,1953
tt55044690,1953
tt41272036,1953
tt20902265,1953
tt32643346,1953
tt70050279,1953
tt58506453,1953
tt97603929,1953
tt80715287,1953
tt29162529,1953
tt15592696,1953
tt13644910,1953
tt67702310,1953
tt30090404,1953
tt84715427,1953
tt26372019,1953
tt92557745,1953
tt46093700,1953
tt36172567,1953
tt93145501,1953
tt26655533,1953
tt85926469,1953
tt74926387,1953
tt54047571,1953
tt57567964,1953
tt35575158,1953
tt87456500,1953
tt38825181,1953
tt82485200,1953
tt48644472,1953
tt33367324,1953
tt47184474,1953
tt19911126,1953
tt15130478,1953
tt46816683,1953
tt73582607,1953
tt62575199,1953
tt18093683,1953
tt75395419,1953
tt28654050,1953
tt81479897,1953
tt54735491,1953
tt16749448,1953
tt14496494,1953
tt35166828,1953
tt89405658,1953
tt85369950,1953
tt44079642,1953
tt73083111,1953
tt43002691,1953
tt27428223,1953
tt76074492,1953
tt37051877,1953
tt14554824,1953
tt27698224,1953
tt82248849,1953
tt89619365,1953
tt63097318,1953
tt72759357,1953
tt29751171,1953
tt13972920,1953
tt92538655,1953
tt34652027,1953
tt18035643,1953
tt46258573,1953
tt48903975,1953
tt22249522,1953
tt90673878,1953
tt26939370,1953
tt61114665,1953
tt16081044,1953
tt80896998,1953
tt96989855,1953
tt79366675,1953
tt27612427,1953
tt83083955,1953
tt39046783,1953
tt84090685,1953
tt30285365,1953
tt40351953,1953
tt61142290,1953
tt64913139,1953
tt66053534,1953
tt84469488,1953
tt22219916,1953
tt44252907,1953
tt77956539,1953
tt91194764,1953
tt46195824,1953
tt87384424,1953
tt14562912,1953
tt73459335,1953
tt74819681,1953
tt57498872,1953
tt95410735,1953
tt94741070,1953
tt67649068,1953
tt10415340,1953
tt38850086,1953
tt52067951,1953
tt40629115,1953
tt23991604,1953
tt22347269,1953
tt27780341,1953
tt71040640,1953
tt19503213,1953
tt69655246,1953
tt22499725,1953
tt24662866,1953
tt84474169,1953
tt44097716,1953
tt54580890,1953
tt43560217,1953
tt83069781,1953
tt50368954,1953
tt35983524,1953
tt82124279,1953
tt15204446,1953
tt95859669,1953
tt59571622,1953
tt23998471,1953
tt79222449,1953
tt49222311,1953
tt64427902,1953
tt65065057,1953
tt92853100,1953
tt30352208,1953
tt55333022,1953
tt22964887,1953
tt12915578,1953
tt30569256,1953
tt76632823,1953
tt61658180,1953
tt44365018,1953
tt20803757,1953
tt68240701,1953
tt60400732,1953
tt40532150,1953
tt64250352,1953
tt80073362,1953
tt97277770,1953
tt83401402,1953
tt95685492,1953
tt18981103,1953
tt33624314,1953
tt95501236,1953
tt41662552,1953
tt85326150,1953
tt53866377,1953
tt48465517,1953
tt57908532,1953
tt83832244,1953
tt54712325,1953
tt71143341,1953
tt53411489,1953
tt76157724,1953
tt86043740,1953
tt67960668,1953
tt13374077,1953
tt11732921,1953
tt70573414,1953
tt19588742,1953
tt12640869,1953
tt83549268,1953
tt41755456,1953
tt91769988,1953
tt42348667,1953
tt45546179,1953
tt54072924,1953
tt27152349,1953
tt55553527,1953
tt31942977,1953
tt74682762,1953
tt81783913,1953
tt99939018,1953
tt69877321,1953
tt52328776,1953
tt76436417,1953
tt75678715,1953
tt30383631,1953
tt56990070,1953
tt32966606,1953
tt68979320,1953
tt46013698,1953
tt33332444,1953
tt29578358,1953
tt82020610,1953
tt36997186,1953
tt19755532,1953
tt54493896,1953
tt53853541,1953
tt38017286,1953
tt47072271,1953
tt69418562,1953
tt62715308,1953
tt82855874,1953
tt39474243,1953
tt10043256,1953
tt51289497,1953
tt12531579,1953
tt31219774,1953
tt54407478,1953
tt24805930,1953
tt41423718,1953
tt27309357,1953
tt75701365,1953
tt48671051,1953
tt58821724,1953
tt27047477,1953
tt71850052,1953
tt95806511,1953
tt98107128,1953
tt55476860,1953
tt77224684,1953
tt82026198,1953
tt54408461,1953
tt74746748,1953
tt52519013,1953
tt10297703,1953
tt85848991,1953
tt37399083,1953
tt12032132,1953
tt26138841,1953
tt33022223,1953
tt39072310,1953
tt33445444,1953
tt17790561,1953
tt52774482,1953
tt23757269,1953
tt40582762,1953
tt17852943,1953
tt57762129,1953
tt43060586,1953
tt23038341,1953
tt14914357,1953
tt82885733,1953
tt95236027,1953
tt91981100,1953
tt40148800,1953
tt71413045,1953
tt84979260,1953
tt34548593,1953
tt35750243,1953
tt21638330,1953
tt44157327,1953
tt37343216,1953
tt65333659,1953
tt52844296,1953
tt94326390,1953
tt35015233,1953
tt59408564,1953
tt57050354,1953
tt45855417,1953
tt25730549,1953
tt73764177,1953
tt84793534,1953
tt77433988,1953
tt96820999,1953
tt22886048,1953
tt89741432,1953
tt18265416,1953
tt88683926,1953
tt25190455,1953
tt55555952,1953
tt47557384,1953
tt97139563,1953
tt81654295,1953
tt76100612,1953
tt86522546,1953
tt24150263,1953
tt43131526,1953
tt76955549,1953
tt52533675,1953
tt35847220,1953
tt36033258,1953
tt74347377,1953
tt29947091,1953
tt52924615,1953
tt72601197,1953
tt45138827,1953
tt88416171,1953
tt33456560,1953
tt48477294,1953
tt92872591,1953
tt96597320,1953
tt12275541,1953
tt34067446,1953
tt61136784,1953
tt85710865,1953
tt46003831,1953
tt57055330,1953
tt82171447,1953
tt93642800,1953
tt62080050,1953
tt34229715,1953
tt87369117,1953
tt73106771,1953
tt20778419,1953
tt50728941,1953
tt31844800,1953
tt18595186,1953
tt94544875,1953
tt28322229,1953
tt78164348,1953
tt17492926,1953
tt82120216,1953
tt25339685,1953
tt17764035,1953
tt83381024,1953
tt49714555,1953
tt59102458,1953
tt52704078,1953
tt87183040,1953
tt19257554,1953
tt24818096,1953
tt56060925,1953
tt46543103,1953
tt41144223,1953
tt31551696,1953
tt62724522,1953
tt46891296,1953
tt45877589,1953
tt17403519,1953
tt90522667,1953
tt55395959,1953
tt89278216,1953
tt36570032,1953
tt70918439,1953
tt61409685,1953
tt38942266,1953
tt16499953,1953
tt86177837,1953
