tconst,startYear
tt21943969,1999
tt36371955,1999
tt32786915,1999
tt61639943,1999
tt98520667,1999
tt61945480,1999
tt28997085,1999
tt57369545,1999
tt59281900,1999
tt73828930,1999
tt66703766,1999
tt23594708,1999
tt70032869,1999
tt74352447,1999
tt53387783,1999
tt10810561,1999
tt22152626,1999
tt83165400,1999
tt66619269,1999
tt31544507,1999
tt32775668,1999
tt88196513,1999
tt53502999,1999
tt84078998,1999
tt33785974,1999
tt46982430,1999
tt65662792,1999
tt10053721,1999
tt54863152,2000
tt76866100,2000
tt26505217,2000
tt16290541,2000
tt15299699,2000
tt15264900,2000
tt70152489,2000
tt42248427,2000
tt71338458,2000
tt36733869,2000
tt60990118,2000
tt50302777,2000
tt87795562,2000
tt29934530,2000
tt49590855,2000
tt18655859,2000
tt43203622,2000
tt39648675,2000
tt28199706,2000
tt48578225,2000
tt21972730,2000
tt30167573,2000
tt16483738,2000
tt73542566,2000
tt18590585,2000
tt63631720,2000
tt98234683,2000
tt63593691,2000
tt56722108,2000
tt64890162,2000
tt87974125,2000
tt28533193,2000
tt14716726,2000
tt22866022,2000
tt58426623,2000
tt58142408,2000
tt15722530,2000
tt26282030,2000
tt36807076,2000
tt25023449,2000
tt72702534,2000
tt26982179,2000
tt71063893,2000
tt32410790,2000
tt32796878,2000
tt32795601,2000
tt37032428,2000
tt58902200,2000
tt32914646,2000
tt88308412,2000
tt14206060,2000
tt75988440,2000
tt29368661,2000
tt93075790,2000
tt63208786,2000
tt48385543,2000
tt19734955,2000
tt57501678,2000
tt96681372,2000
tt21730259,2000
tt57853470,2000
tt90578890,2000
tt53760778,2000
tt80816889,2000
tt72229809,2000
tt21716846,2000
tt38233754,2000
tt51212989,2000
tt51294365,2000
tt65172775,2000
tt81778387,2000
tt79558675,2000
tt31455908,2000
tt95519243,2000
tt60873647,2000
tt30630897,2000
tt30689843,2000
tt66099778,2000
tt99551165,2000
tt50811642,2000
tt38840258,2000
tt47173944,2000
tt48918314,2000
tt66837824,2000
tt46990929,2000
tt35858875,2000
tt63977992,2000
tt43281408,2000
tt38079177,2000
tt49359087,2000
tt10154533,2000
tt30420316,2000
tt61310572,2000
tt96483081,2000
tt19147010,2000
tt49521232,2000
tt84209434,2000
tt16675812,2000
tt44925086,2000
tt55374523,2000
tt38558669,2000
tt30078126,2000
tt31166316,2000
tt45993712,2000
tt57175012,2000
tt88977366,2000
tt36616741,2000
tt46518334,2000
tt82998190,2000
tt54288666,2000
tt44951120,2000
tt61650460,2000
tt13053399,2000
tt57629726,2000
tt41896169,2000
tt39080914,2000
tt90089024,2000
tt14169805,2000
tt31345214,2000
tt50685737,2000
tt99300549,2000
tt51943156,2000
tt62527310,2000
tt79557445,2000
tt68195163,2000
tt31757483,2000
tt91658519,2000
tt87318653,2000
tt96553704,2000
tt43773763,2000
tt86774444,2000
tt98263977,2000
