tconst,startYear
tt64069835,1966
tt86568127,1966
tt15775250,1966
tt97920914,1966
tt53441979,1966
tt12517464,1966
tt75078055,1966
tt75993488,1966
tt45817008,1966
tt38868367,1966
tt63227106,1966
tt15178869,1966
tt61267525,1966
tt67637713,1966
tt28403116,1966
tt33841210,1966
tt79048981,1966
tt99974728,1966
tt17685757,1966
tt63146448,1966
tt60743534,1966
tt74362431,1966
tt57795317,1966
tt78797435,1966
tt79269744,1966
tt99317583,1966
tt92008029,1966
tt22956564,1966
tt88647497,1966
tt33499125,1966
tt11110098,1966
tt95918198,1966
tt80939859,1966
tt22836919,1966
tt22095447,1966
tt98801863,1966
tt99134489,1966
tt34360826,1966
tt33347909,1966
tt87953276,1966
tt65190232,1966
tt64426413,1966
tt67911461,1966
tt67930716,1966
tt16620772,1966
tt81372623,1966
tt98156578,1966
tt44305256,1966
tt44264890,1966
tt87924139,1966
tt51064512,1966
tt45436093,1966
tt32843768,1966
tt53551503,1966
tt70468406,1966
tt75560280,1966
tt76079511,1966
tt30929759,1966
tt92264254,1966
tt30751382,1966
tt19640319,1966
tt69163082,1966
tt42878311,1966
tt25647356,1966
tt92174188,1966
tt15923163,1966
tt90604489,1966
tt63945682,1966
tt43577825,1966
tt73346969,1966
tt47920308,1966
tt99768302,1966
tt14339928,1966
tt37219485,1966
tt90081659,1966
tt67798889,1966
tt36277631,1966
tt23326721,1966
tt14457495,1966
tt13580872,1966
tt70219935,1966
tt75975605,1966
tt32015619,1966
tt90038905,1966
tt72465663,1966
tt98152531,1966
tt77905038,1966
tt97618770,1966
tt32523638,1966
tt96223559,1966
tt45942148,1966
tt33384078,1966
tt68073555,1966
tt35346087,1966
tt83765688,1966
tt67658221,1966
tt51892152,1966
tt45785857,1966
tt16608357,1966
tt97240546,1966
tt60026902,1966
tt62364782,1966
tt75619322,1966
tt61667047,1966
tt88260938,1966
tt97804251,1966
tt35591864,1966
tt63376137,1966
tt54212476,1966
tt82836263,1966
tt91857662,1966
tt61766418,1966
tt59974812,1966
tt31861399,1966
tt57368042,1966
tt47054479,1966
tt40136250,1966
tt23500719,1966
tt20645101,1966
tt83076324,1966
tt79503789,1966
tt90089902,1966
tt98470729,1966
tt43750438,1966
tt30532976,1966
tt89657102,1966
tt10744413,1966
tt46234630,1966
tt71508958,1966
tt72846538,1966
tt14567682,1966
tt26722234,1966
tt97920064,1966
tt36340245,1966
tt15507993,1966
tt66177867,1966
tt71181693,1966
tt35919194,1966
tt63035907,1966
tt45777782,1966
tt35684597,1966
tt67807781,1966
tt64517685,1966
tt72442248,1966
tt22613893,1966
tt64873909,1966
tt62153580,1966
tt87238010,1966
tt23464900,1966
tt47221968,1966
tt24000696,1966
tt84566186,1966
tt96286794,1966
tt33763875,1966
tt27287737,1966
tt44888435,1966
tt80538218,1966
tt90472910,1966
tt30277780,1966
tt25138341,1966
tt83404979,1966
tt20202217,1966
tt30387564,1966
tt36392668,1966
tt22515456,1966
tt61606951,1966
tt90589800,1966
tt74878749,1966
tt78908811,1966
tt47798420,1966
tt41289475,1966
tt37151167,1966
tt97750113,1966
tt29461744,1966
tt67925125,1966
tt77737610,1966
tt57549071,1966
tt85646751,1966
tt25441280,1966
tt86310091,1966
tt69498653,1966
tt53306708,1966
tt79413173,1966
tt95365703,1966
tt86238980,1966
tt86898913,1966
tt53693641,1966
tt68017141,1966
tt16556702,1966
tt31751358,1966
tt68946123,1966
tt22528168,1966
tt98060646,1966
tt52612014,1966
tt60404160,1966
tt92228208,1966
tt35033451,1966
tt92322929,1966
tt17716744,1966
tt13763325,1966
tt46189724,1966
tt44021250,1966
tt35038691,1966
tt96951366,1966
tt92892892,1966
tt59796200,1966
tt27528838,1966
tt27099911,1966
tt51828331,1966
tt35582731,1966
tt45469016,1966
tt80056688,1966
tt81904605,1966
tt87603990,1966
tt18186531,1966
tt32769319,1966
tt74917353,1966
tt79139942,1966
tt62083201,1966
tt11246375,1966
tt94618676,1966
tt63478113,1966
tt95636001,1966
tt22093779,1966
tt88547188,1966
tt79687366,1966
tt66640874,1966
tt10615599,1966
tt87135786,1966
tt36266565,1966
tt14188005,1966
tt32515855,1966
tt44924097,1966
tt47090682,1966
tt30365124,1966
tt98101686,1966
tt78089938,1966
tt59182493,1966
tt78698677,1966
tt21287689,1966
tt18034902,1966
tt83253913,1966
tt93035432,1966
tt21894599,1966
tt49000006,1966
tt23563620,1966
tt69520113,1966
tt41712187,1966
tt70531205,1966
tt39398381,1966
tt98959776,1966
tt84259217,1966
tt83523233,1966
tt97154212,1966
tt46203356,1966
tt64761387,1966
tt50049358,1966
tt65320355,1966
tt50102526,1966
tt52911403,1966
tt21409317,1966
tt81278959,1966
tt57117939,1966
tt58320303,1966
tt13338751,1966
tt32888704,1966
tt75124968,1966
tt18574943,1966
tt54564646,1966
tt60948774,1966
tt20678442,1966
tt36759276,1966
tt55849596,1966
tt29037437,1966
tt75580649,1966
tt93687590,1966
tt99771780,1966
tt69344343,1966
tt35881063,1966
tt88418606,1966
tt66942722,1966
tt13282568,1966
tt64998473,1966
tt85741663,1966
tt12926449,1966
tt97268149,1966
tt34834296,1966
tt77732446,1966
tt78363713,1966
tt41106175,1966
tt22460330,1966
tt53646405,1966
tt92968636,1966
tt65626851,1966
tt11016052,1966
tt27097339,1966
tt57428260,1966
tt43003033,1966
tt95760382,1966
tt38894854,1966
tt89973621,1966
tt25493597,1966
tt63333656,1966
tt61947710,1966
tt90482547,1966
tt57532823,1966
tt69541944,1966
tt79644801,1966
tt34680727,1966
tt72627662,1966
tt65147950,1966
tt74802665,1966
tt98093256,1966
tt81352137,1966
tt38128336,1966
tt29739553,1966
tt58540532,1966
tt46867119,1966
tt53694114,1966
tt96401995,1966
tt19263075,1966
tt93644446,1966
tt44128622,1966
tt82487268,1966
tt51500615,1966
tt40585219,1966
tt77706107,1966
tt98704881,1966
tt32373767,1966
tt12412554,1966
tt81064935,1966
tt33565343,1966
tt21884201,1966
tt60431571,1966
tt83591735,1966
tt22722813,1966
tt10770465,1966
tt41148111,1966
tt31231097,1966
tt47841253,1966
tt53411990,1966
tt28536078,1966
tt99460473,1966
tt50461260,1966
tt92250909,1966
tt82487233,1966
tt51466785,1966
tt45574873,1966
tt26419566,1966
tt82603443,1966
tt69681273,1966
tt11317233,1966
tt76273274,1966
tt32862726,1966
tt73553900,1966
tt65556230,1966
tt49603564,1966
tt19491559,1966
tt11965653,1966
tt57122503,1966
tt26744025,1966
tt90845753,1966
tt88609054,1966
tt95617173,1966
tt40929904,1966
tt22338830,1966
tt67868191,1966
tt85582429,1966
tt98138843,1966
tt81983311,1966
tt50889453,1966
tt83461003,1966
tt15921846,1966
tt48990052,1966
tt94920482,1966
tt75378198,1966
tt11055351,1966
tt89861747,1966
tt16869380,1966
tt55886503,1966
tt13391560,1966
tt83711182,1966
tt37541542,1966
tt47872002,1966
tt51474092,1966
tt38494564,1966
tt63975162,1966
tt54483925,1966
tt42827393,1966
tt77705744,1966
tt25602738,1966
tt82461744,1966
tt41356130,1966
tt41232085,1966
tt24086718,1966
tt35506527,1966
tt98141918,1966
tt80255720,1966
tt92858616,1966
tt60230639,1966
tt44299524,1966
tt82710261,1966
tt36086819,1966
tt43288989,1966
tt19173979,1966
tt25804854,1966
tt75457514,1966
tt48323922,1966
tt94250943,1966
tt95851221,1966
tt79720282,1966
tt59288044,1966
tt96384116,1966
tt34803345,1966
tt52920489,1966
tt12886268,1966
tt76339739,1966
tt89758336,1966
tt61980311,1966
tt71347006,1966
tt68375980,1966
tt38711592,1966
tt36480088,1966
tt99546981,1966
tt66559795,1966
tt54813096,1966
tt47913449,1966
tt51157094,1966
tt81951978,1966
tt50075753,1966
tt85008846,1966
tt82823665,1966
tt21467719,1966
tt53745620,1966
tt26282374,1966
tt95293206,1966
tt58001271,1966
tt48708504,1966
tt16175381,1966
tt71464305,1966
tt42097057,1966
tt94413457,1966
tt92272542,1966
tt65533252,1966
tt47827475,1966
tt71672702,1966
tt75380800,1966
tt35113259,1966
tt85045597,1966
tt48222889,1966
tt38956705,1966
tt15704192,1966
tt65025466,1966
tt77956164,1966
tt23838308,1966
tt70742797,1966
tt88510640,1966
tt79952929,1966
tt19601357,1966
tt21692888,1966
tt53814704,1966
tt17851397,1966
tt42378977,1966
tt84390994,1966
tt51204806,1966
tt99349085,1966
tt64024585,1966
tt42324858,1966
tt44998048,1966
tt86141308,1966
tt84871142,1966
tt95994451,1966
tt37495370,1966
tt72040653,1966
tt29420669,1966
tt42247793,1966
tt17035710,1966
tt66521021,1966
tt14687457,1966
tt45446829,1966
tt44093482,1966
tt15857157,1966
tt41716283,1966
tt28253733,1966
tt70453975,1966
tt87811927,1966
tt44074921,1966
tt28826996,1966
tt92372539,1966
tt85262941,1966
tt89029555,1966
tt54843717,1966
tt38415854,1966
tt83151618,1966
tt35369249,1966
tt47744582,1966
